id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet,clean_desc,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
1338572995992969217,Toni Kappesz,BERLIN,,2009-06-08 12:38:48,221,483,58673,False,2020-12-14 19:54:06,"Where did the #WarpSpeed money go, if not to the covid pioneers #PfizerBioNTech and #Moderna? Asking for a friend - #GrifterTrump klan","['WarpSpeed', 'PfizerBioNTech', 'Moderna', 'GrifterTrump']",Twitter for iPhone,0,0,False,where did the #warpspeed money go if not to the covid pioneers #pfizerbiontech and #moderna asking for friend #griftertrump klan,78,1.0,0.5486999750137329,"covid, get, today, dose, day, first, vaccination, many, shoot, second",where did the #warpspeed money go if not to the covid pioneers #pfizerbiontech and #moderna asking for friend #griftertrump klan
1338572466898100224,AcceGen,"New Jersey, USA",AcceGen developed significant expertise in cell and genomic research.🧫🧬,2017-08-28 07:03:43,12,63,19,False,2020-12-14 19:52:00,"How the #PfizerBioNTech Vaccine Works?
This article made a detailed explanation.👇
https://t.co/srgcHyBLk4

#COVID19… https://t.co/t1nIsSQtTr","['PfizerBioNTech', 'COVID19']",Twitter Web App,0,0,False,how the #pfizerbiontech vaccine works this article made detailed explanation https co srgchyblk #covid https co nissqttr,79,5.0,0.438400000333786,"good, see, also, well, believe, article, happen, read, change, test",how the #pfizerbiontech vaccine works this article made detailed explanation https co srgchyblk #covid https co nissqttr
1338569634501554184,kristingreenwood, ,"Artist & F1 fanatic inspired by my travels and love of motorsport - For my motorsport art check out  @MTRSportArtist
#KBF
 #Art #Photography  #motorsport #f1",2014-08-08 02:31:51,2858,2841,5673,False,2020-12-14 19:40:44,@SkyNews It is a new type of vaccine. That man is so daft it hurts my ears listening to him.  The biggest question… https://t.co/zhfsh0trOl,,Twitter Web App,0,0,False,skynews it is new type of vaccine that man is so daft it hurts my ears listening to him the biggest question https co zhfsh trol,80,4.0,0.2969000041484833,"thank, amp, time, scientist, work, already, great, team, nurse, let",skynews it is new type of vaccine that man is so daft it hurts my ears listening to him the biggest question https co zhfsh trol
1338569009067921418,Joanbeam3000,La Belle Province,"Be yourself, everyone else is already taken. ~ Oscar Wilde     #Twinja",2014-10-06 04:28:08,2597,4988,338282,False,2020-12-14 19:38:15,"@theJagmeetSingh 🙋🏼‍♀️ Did you actually read the Global News article, Jagmeet?

This tweet -- embedded therein -- j… https://t.co/DS1age9lzt",,Twitter Web App,2,3,False,thejagmeetsingh did you actually read the global news article jagmeet this tweet embedded therein https co ds age lzt,81,5.0,0.4828999936580658,"good, see, also, well, believe, article, happen, read, change, test",thejagmeetsingh did you actually read the global news article jagmeet this tweet embedded therein https co ds age lzt
1338567331778232320,Karleigh Stone,"Sacramento, CA","Show Producer at @ABC10
@MedillSchool @NorthwesternU Alum
Happiest while traveling, on the beach, at Disney, playing softball, and snuggling my fur babies.",2012-04-05 01:44:31,340,722,7186,False,2020-12-14 19:31:35,FIRST U.S. COVID-19 VACCINATIONS TODAY 🙌🏻 Thank you to everyone stepping up and getting it.  #CovidVaccine… https://t.co/mAdfhhQQhS,['CovidVaccine'],Twitter for Android,0,0,False,first covid vaccinations today thank you to everyone stepping up and getting it #covidvaccine https co madfhhqqhs,82,1.0,0.4878999888896942,"covid, get, today, dose, day, first, vaccination, many, shoot, second",first covid vaccinations today thank you to everyone stepping up and getting it #covidvaccine https co madfhhqqhs
1338566353570033664,TheAfroNews-TAN,"Vancouver, BC, Canada",TheAfroNews-TAN Bridging Cultures Through Communication Print -Online -Digital Media,2009-05-11 19:13:29,1547,2625,511,False,2020-12-14 19:27:42,"#AnitaQuidangen, a personal support worker in #Toronto, became one of the first people in #Canada to receive a… https://t.co/bgbOIL12Hp","['AnitaQuidangen', 'Toronto', 'Canada']",Twitter Web App,0,0,False,#anitaquidangen personal support worker in #toronto became one of the first people in #canada to receive https co bgboil hp,83,3.0,0.2630999982357025,"receive, say, make, first_dose, may, could, become, come, end, datum",#anitaquidangen personal support worker in #toronto became one of the first people in #canada to receive https co bgboil hp
1338565957866778624,Genevieve Reaume,"Oregon, USA",Emmy-award winning @KATUnews reporter • shootin' for the moon • #miz • #pdx • formerly @kdrv & @komunews • tweets are my own.,2015-06-22 18:41:01,4276,1704,5877,True,2020-12-14 19:26:08,"The state is supposed to get 35,100 doses total of the #PfizerBioNTech vaccine this week.
The remained 30,225 will… https://t.co/c8wzudbpUT",['PfizerBioNTech'],Twitter Web App,0,0,False,the state is supposed to get doses total of the #pfizerbiontech vaccine this week the remained will https co wzudbput,84,0.0,0.3231000006198883,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",the state is supposed to get doses total of the #pfizerbiontech vaccine this week the remained will https co wzudbput
1338565402381537281,Evan J. Lancaster,LA | OC ,"Journalist covering Irvine | @LAWeekly | Cat dad | @CSUF, @Foodbeast, @Tastemade, @OCRegister, @TheDailyTitan alumnus 📧 Evan@Laweekly.com",2009-03-20 03:11:57,401,1306,1621,False,2020-12-14 19:23:55,"#OrangeCounty will get 25K doses of  #PfizerBioNTech Vaccine by Wednesday Dec. 15, @ochealth confirms. 

https://t.co/ma71oNZu6w","['OrangeCounty', 'PfizerBioNTech']",Twitter for iPhone,0,1,False,#orangecounty will get doses of #pfizerbiontech vaccine by wednesday dec ochealth confirms https co ma onzu,85,1.0,0.4296000003814697,"covid, get, today, dose, day, first, vaccination, many, shoot, second",#orangecounty will get doses of #pfizerbiontech vaccine by wednesday dec ochealth confirms https co ma onzu
1338565238082265089,Genevieve Reaume,"Oregon, USA",Emmy-award winning @KATUnews reporter • shootin' for the moon • #miz • #pdx • formerly @kdrv & @komunews • tweets are my own.,2015-06-22 18:41:01,4276,1704,5877,True,2020-12-14 19:23:16,"#BREAKING - just in from @OHAOregon on #COVID19 #vaccine:
-""Legacy Health is the first registered COVID-19 vaccine… https://t.co/bUnTxDGqzZ","['BREAKING', 'COVID19', 'vaccine']",Twitter Web App,1,6,False,#breaking just in from ohaoregon on #covid #vaccine legacy health is the first registered covid vaccine https co buntxdgqzz,86,7.0,0.3734999895095825,"take, people, week, wait, vaccinated, die, would, must, medical, free",#breaking just in from ohaoregon on #covid #vaccine legacy health is the first registered covid vaccine https co buntxdgqzz
1338564311518769152,Joanbeam3000,La Belle Province,"Be yourself, everyone else is already taken. ~ Oscar Wilde     #Twinja",2014-10-06 04:28:08,2597,4988,338282,False,2020-12-14 19:19:35,"@asifintoronto @ctvqp 🙋🏼‍♀️ Ruh-roh, Anita, I (also) saw/heard Michelle Rempel suggest -- during #QP, in the House… https://t.co/KdH4QIrR4T",['QP'],Twitter Web App,3,16,False,asifintoronto ctvqp ruh roh anita also saw heard michelle rempel suggest during #qp in the house https co kdh qirr,87,5.0,0.4837000072002411,"good, see, also, well, believe, article, happen, read, change, test",asifintoronto ctvqp ruh roh anita also saw heard michelle rempel suggest during #qp in the house https co kdh qirr
1338560750571446273,KFDM News,"Beaumont, Texas",Providing news our viewers have been counting on for more than 50 years,2009-02-09 17:40:37,20014,1127,2550,True,2020-12-14 19:05:26,KFDM’s/FOX 4’s @THEPAIGEREPORT1 is at Baptist hospital getting a first hand look at where the Pfizer COVID-19 vacci… https://t.co/aPCqxD5wIA,,Twitter for iPhone,3,2,False,kfdm fox thepaigereport is at baptist hospital getting first hand look at where the pfizer covid vacci https co apcqxd wia,88,1.0,0.39559999108314514,"covid, get, today, dose, day, first, vaccination, many, shoot, second",kfdm fox thepaigereport is at baptist hospital getting first hand look at where the pfizer covid vacci https co apcqxd wia
1338557609540894720,Next Shot,"California, USA",Too busy to read news? We got you covered. Next Shot - A flash news platform for the next generation.,2020-11-13 07:28:48,18,37,38,False,2020-12-14 18:52:57,Canadian PM Justin Trudeau announced the arrival of the first of the vaccine vials in the country. #BioNTech #PfizerBioNTech,"['BioNTech', 'PfizerBioNTech']",Twitter for Android,0,0,False,canadian pm justin trudeau announced the arrival of the first of the vaccine vials in the country #biontech #pfizerbiontech,89,7.0,0.3799000084400177,"take, people, week, wait, vaccinated, die, would, must, medical, free",canadian pm justin trudeau announced the arrival of the first of the vaccine vials in the country #biontech #pfizerbiontech
1338555378448076803,Aru Sivananthan 🇬🇧 🇦🇺,London,"Chair British #Tamil Conservatives, @BTConservatives, #HumanRights, #CivilLiberty, #FreeMarkets, Love #London, Second home #Sydney. Retweets Not Endorsement",2009-07-03 18:47:06,1066,735,4213,False,2020-12-14 18:44:06,Privileged be offered the #PfizerBioNTech vaccine. I would encourage everyone to take it up. It’ll help protect peo… https://t.co/GSuAZ6F5YT,['PfizerBioNTech'],Twitter for iPhone,1,4,False,privileged be offered the #pfizerbiontech vaccine would encourage everyone to take it up it ll help protect peo https co gsuaz yt,90,7.0,0.35019999742507935,"take, people, week, wait, vaccinated, die, would, must, medical, free",privileged be offered the #pfizerbiontech vaccine would encourage everyone to take it up it ll help protect peo https co gsuaz yt
1338555267244584969,Meghna W,"New York, NY","Bougainvillea, pop art, sign boards and breakfast. Product gal. Wanderer at heart. Aspiring Social Entrepreneur.",2011-06-10 11:54:58,234,212,462,False,2020-12-14 18:43:39,"One of the first vaccines receivers in the US. Momentous for science. Hope has arrived.
#COVID19 #CovidVaccine… https://t.co/R3837E9SWS","['COVID19', 'CovidVaccine']",Twitter Web App,0,0,False,one of the first vaccines receivers in the us momentous for science hope has arrived #covid #covidvaccine https co sws,91,1.0,0.49549999833106995,"covid, get, today, dose, day, first, vaccination, many, shoot, second",one of the first vaccines receivers in the us momentous for science hope has arrived #covid #covidvaccine https co sws
1338554046957936646,Jennifer Robson,"Portsmouth, England","Respiratory Specialist Physiotherapist with an interest in NIV , Tracheobronchomalacia, Excessive Dynamic Airways Collapse, COPD,  and Bronchiectasis",2012-11-24 04:14:20,197,204,1135,False,2020-12-14 18:38:48,Half way there #COVID19 #CovidVaccine #vaccination #Pfizervaccine #PfizerBioNTech https://t.co/fQOSDAGOWD,"['COVID19', 'CovidVaccine', 'vaccination', 'Pfizervaccine', 'PfizerBioNTech']",Twitter for Android,0,4,False,half way there #covid #covidvaccine #vaccination #pfizervaccine #pfizerbiontech https co fqosdagowd,92,0.0,0.46860000491142273,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",half way there #covid #covidvaccine #vaccination #pfizervaccine #pfizerbiontech https co fqosdagowd
1338552779640627204,Francesco Moscone,"England, Italy ",Economist interested in #health #healthcare #creditrisk #bigdata #network #econometrics . #cambridge #london #pescara #venezia #abruzzo #essex,2011-05-22 07:58:30,1693,989,8952,False,2020-12-14 18:33:46,"Can’t wait to take my kids towards herd immunity 🐑 🐑 🥳🥳
#vaccines #PfizerBioNTech https://t.co/IittbUgeNo","['vaccines', 'PfizerBioNTech']",Twitter for iPhone,0,0,False,can wait to take my kids towards herd immunity #vaccines #pfizerbiontech https co iittbugeno,93,0.0,0.41990000009536743,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",can wait to take my kids towards herd immunity #vaccines #pfizerbiontech https co iittbugeno
1338551175587786752,India Blooms,India,A news and reference portal on India and a 24X7 news service,2009-10-10 11:19:34,16816,2448,20,False,2020-12-14 18:27:23,"Toronto to receive Ontario's 1st doses of Pfizer COVID-19 vaccine today
https://t.co/Tt7qxCQqDY
#Ontario… https://t.co/vacMDknWAV",['Ontario'],Twitter Web App,0,0,False,toronto to receive ontario st doses of pfizer covid vaccine today https co tt qxcqqdy #ontario https co vacmdknwav,94,1.0,0.3634999990463257,"covid, get, today, dose, day, first, vaccination, many, shoot, second",toronto to receive ontario st doses of pfizer covid vaccine today https co tt qxcqqdy #ontario https co vacmdknwav
1338548332218630144,Evan Webeck,Oakland,S̶p̶o̶r̶t̶s̶ coronavirus reporter for @mercnews/@EastBayTimes. Formerly @seattletimes ⛰. Contact: ewebeck@bayareanewsgroup.com.,2013-12-02 20:20:02,1296,543,10844,True,2020-12-14 18:16:06,"There is some good news: The first doses of the #PfizerBioNTech vaccine arrived in California last night.

Gov. Gav… https://t.co/cB3p7CivgW",['PfizerBioNTech'],TweetDeck,0,1,False,there is some good news the first doses of the #pfizerbiontech vaccine arrived in california last night gov gav https co cb civgw,95,1.0,0.4009000062942505,"covid, get, today, dose, day, first, vaccination, many, shoot, second",there is some good news the first doses of the #pfizerbiontech vaccine arrived in california last night gov gav https co cb civgw
1338546341404930050,Human_9.0,Madchester,"Fighting For Freedom 🇬🇧 🇺🇸 🇨🇦 🇦🇺 🇳🇿
I'm not a Q, left or right. I'm neutral.",2020-10-07 20:38:10,590,987,7609,False,2020-12-14 18:08:11,WHERE IS THE PANDEMIC ? #PCRGATE #Condemic #BillGatesIsNotADoctor #PfizerBioNTech #Moderna #AstraZeneca… https://t.co/4I7rhvI5es,"['PCRGATE', 'Condemic', 'BillGatesIsNotADoctor', 'PfizerBioNTech', 'Moderna', 'AstraZeneca']",Twitter Web App,0,2,False,where is the pandemic #pcrgate #condemic #billgatesisnotadoctor #pfizerbiontech #moderna #astrazeneca https co rhvi es,96,0.0,0.5503000020980835,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",where is the pandemic #pcrgate #condemic #billgatesisnotadoctor #pfizerbiontech #moderna #astrazeneca https co rhvi es
1338545220691038211,Most Audacious Idol,,,2020-11-29 06:20:55,60,98,2076,False,2020-12-14 18:03:44,Make vaccine companies liable again... #PfizerBioNTech  #pfizer #johnsonandtoxin #vaccinesarepoison… https://t.co/gJC3BMYrKm,"['PfizerBioNTech', 'pfizer', 'johnsonandtoxin', 'vaccinesarepoison']",Twitter Web App,0,0,False,make vaccine companies liable again #pfizerbiontech #pfizer #johnsonandtoxin #vaccinesarepoison https co gjc bmyrkm,97,3.0,0.4083000123500824,"receive, say, make, first_dose, may, could, become, come, end, datum",make vaccine companies liable again #pfizerbiontech #pfizer #johnsonandtoxin #vaccinesarepoison https co gjc bmyrkm
1338544403795881987,The New Dispatch,,News News and more News,2019-08-23 01:54:10,115,74,2,False,2020-12-14 18:00:29,"The FDA Authorizes Emergency Use Of The Pfizer Vaccine
https://t.co/fqJizE0AQY
#PFE #Pfizer #Pfizervaccine… https://t.co/xvD26pXMkI","['PFE', 'Pfizer', 'Pfizervaccine']",Twitter Web App,0,0,False,the fda authorizes emergency use of the pfizer vaccine https co fqjize aqy #pfe #pfizer #pfizervaccine https co xvd pxmki,98,0.0,0.6116999983787537,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",the fda authorizes emergency use of the pfizer vaccine https co fqjize aqy #pfe #pfizer #pfizervaccine https co xvd pxmki
1338543202891161600,Hillary B-T,"Toronto, Ontario","Interested in work in #smartcities. Scientist, reformed politico, policy enthusiast #climatechange #cdntech. Must ❤️ dogs (+ food). Views are my own.",2009-03-28 02:43:31,1717,3807,7477,False,2020-12-14 17:55:43,"@katejulien @TheresaLubowitz Supervising. 

I’m torn between politicians going first(ish) to show how important is,… https://t.co/miwZqf1p6y",,Twitter for iPhone,0,1,False,katejulien theresalubowitz supervising torn between politicians going first ish to show how important is https co miwzqf,99,5.0,0.36719998717308044,"good, see, also, well, believe, article, happen, read, change, test",katejulien theresalubowitz supervising torn between politicians going first ish to show how important is https co miwzqf
1338542633354924035,Kraken-Elect AsuAdanac 🇨🇦💙,Canada,"Experience is what you have the moment after you needed it most. If what I'm doing injures you I'll stop. If it offends or bothers you, I don't give a sh*t.",2018-01-14 23:15:31,731,782,15276,False,2020-12-14 17:53:27,"#PfizerBioNTech  Just wondering, has every Pfizer employee all the way to the boardroom been vaccinated yet?",['PfizerBioNTech'],Twitter Web App,0,3,False,#pfizerbiontech just wondering has every pfizer employee all the way to the boardroom been vaccinated yet,100,0.0,0.30809998512268066,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",#pfizerbiontech just wondering has every pfizer employee all the way to the boardroom been vaccinated yet
1338539742888079360,Julie Dzerowicz,"Davenport, Toronto",Your Member of Parliament for Davenport. #DavenportTO,2013-10-06 21:34:47,8131,685,3066,True,2020-12-14 17:41:58,"Last night, the first #COVID19Vaccines arrived in Canada and as we speak, the first of the vaccines are being admin… https://t.co/TxsCWyC58j",['COVID19Vaccines'],TweetDeck,4,15,False,last night the first #covid vaccines arrived in canada and as we speak the first of the vaccines are being admin https co txscwyc,101,1.0,0.5246999859809875,"covid, get, today, dose, day, first, vaccination, many, shoot, second",last night the first #covid vaccines arrived in canada and as we speak the first of the vaccines are being admin https co txscwyc
1338535849781301248,Ryan Phillips,"Chicago, IL",Commercial real estate tenant advisory based in Chicago and servicing clients globally,2019-02-04 18:25:05,102,147,29,False,2020-12-14 17:26:30,Happy Cold Chain Day!  The only way to get a vaccine distributed across the county #coldchain #PfizerBioNTech #industrial #cre,"['coldchain', 'PfizerBioNTech', 'industrial', 'cre']",Twitter for iPhone,0,1,False,happy cold chain day the only way to get vaccine distributed across the county #coldchain #pfizerbiontech #industrial #cre,102,0.0,0.4690000116825104,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",happy cold chain day the only way to get vaccine distributed across the county #coldchain #pfizerbiontech #industrial #cre
1338532479871946752,Katie Crowfoot,"Leicester, England","Team Leader Occupational Therapist for Adult Mental with a special interest in LD, ASD & PD. All my views shared are my own.",2017-04-28 06:48:22,243,171,1385,False,2020-12-14 17:13:06,Received my first dose of the #CovidVaccine #PfizerBioNTech today. I feel very privileged &amp; lucky to have this to p… https://t.co/1FNuUBzsEu,"['CovidVaccine', 'PfizerBioNTech']",Twitter for Android,3,25,False,received my first dose of the #covidvaccine #pfizerbiontech today feel very privileged amp lucky to have this to https co fnuubzseu,103,3.0,0.4357999861240387,"receive, say, make, first_dose, may, could, become, come, end, datum",received my first dose of the #covidvaccine #pfizerbiontech today feel very privileged amp lucky to have this to https co fnuubzseu
1338530691684843526,IANS Tweets,New Delhi,India's largest independent News Agency,2010-05-08 13:21:45,59733,45,103,True,2020-12-14 17:06:00,"With several countries including the US and the UK now approving the use of #PfizerBioNTech's #COVID19Vaccine,… https://t.co/yaELVC1xMD","['PfizerBioNTech', 'COVID19Vaccine']",Twitter Web App,2,5,False,with several countries including the us and the uk now approving the use of #pfizerbiontech #covid vaccine https co yaelvc xmd,104,0.0,0.718999981880188,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",with several countries including the us and the uk now approving the use of #pfizerbiontech #covid vaccine https co yaelvc xmd
1338525766796128261,Katie,Kentucky,Look up awesome in the dictionary and it will send you to me. That's all you need to know...#L1C4,2010-04-16 00:13:37,67,112,1333,False,2020-12-14 16:46:26,The hospital I work at has received the vaccine. Our IV room made the first five doses to be given in the state. I’… https://t.co/ThiWmslq9j,,Twitter for iPhone,1,2,False,the hospital work at has received the vaccine our iv room made the first five doses to be given in the state https co thiwmslq,105,1.0,0.335099995136261,"covid, get, today, dose, day, first, vaccination, many, shoot, second",the hospital work at has received the vaccine our iv room made the first five doses to be given in the state https co thiwmslq
1338523837638586368,Maryam Monsef,,MP for Peterborough-Kawartha. Minister for Women and Gender Equality and Rural Economic Development. | Account run by Maryam Monsef and Team. | she/her/elle,2012-02-17 04:13:35,46723,5153,39329,True,2020-12-14 16:38:46,"Last night, @AnitaOakville welcomed the first 30K doses of the #PfizerBioNTech #vaccine to 🇨🇦. Although we have a l… https://t.co/vnYhVS90SU","['PfizerBioNTech', 'vaccine']",Twitter Web App,3,19,False,last night anitaoakville welcomed the first doses of the #pfizerbiontech #vaccine to although we have https co vnyhvs su,106,1.0,0.4009000062942505,"covid, get, today, dose, day, first, vaccination, many, shoot, second",last night anitaoakville welcomed the first doses of the #pfizerbiontech #vaccine to although we have https co vnyhvs su
1338517641967902720,Melissa GD M.D.,,I Still Believe That I Will Get Superpowers One Day,2011-05-24 00:23:26,101,199,19,False,2020-12-14 16:14:08,Historical moment #FirstDose of the #PfizerBioNTech #COVID_19 #Vaccine administered at #UPMC @upmchealthbeat @ Pitt… https://t.co/LyOAkRWWNX,"['FirstDose', 'PfizerBioNTech', 'COVID_19', 'Vaccine', 'UPMC']",Instagram,0,0,False,historical moment #firstdose of the #pfizerbiontech #covid #vaccine administered at #upmc upmchealthbeat pitt https co lyoakrwwnx,107,0.0,0.6327999830245972,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",historical moment #firstdose of the #pfizerbiontech #covid #vaccine administered at #upmc upmchealthbeat pitt https co lyoakrwwnx
1338514671326744578,Sirf News,,"Ideology-free news, but patriotic, pro-market, pro-science, pro-liberty views. Chief Editor @surajitdasgupta",2014-05-28 06:43:41,2066,253,7,False,2020-12-14 16:02:20,#BreakingNews A nurse in New York City on Monday became the first person in the United States to receive the corona… https://t.co/02Mu5HKYs5,['BreakingNews'],Twitter Web App,0,0,False,#breakingnews nurse in new york city on monday became the first person in the united states to receive the corona https co mu hkys,108,3.0,0.4560000002384186,"receive, say, make, first_dose, may, could, become, come, end, datum",#breakingnews nurse in new york city on monday became the first person in the united states to receive the corona https co mu hkys
1338514087005794305,AFP News Agency,France,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/4pIm8k2HLC,2011-09-27 00:35:10,1953417,618,2338,True,2020-12-14 16:00:01,#UPDATE A nurse in New York City on Monday became the first person in the United States to receive the coronavirus… https://t.co/N4j8xorUzO,['UPDATE'],TweetDeck,7,21,False,#update nurse in new york city on monday became the first person in the united states to receive the coronavirus https co xoruzo,109,3.0,0.40779998898506165,"receive, say, make, first_dose, may, could, become, come, end, datum",#update nurse in new york city on monday became the first person in the united states to receive the coronavirus https co xoruzo
1338504763235831814,Nicole Osei,"Dallas, TX","@WBAP247NEWS Morning Drive Anchor/Reporter , @570KLIF Reporter, Fitness Enthusiast, Health Food Lover",2016-08-14 23:21:14,741,460,1240,False,2020-12-14 15:22:58,#NEW: @methodistdallas has received its first shipment of #PfizerBioNTech's #COVID19 vaccine. Front line healthcare… https://t.co/OX3BOu8ana,"['NEW', 'PfizerBioNTech', 'COVID19']",Twitter Web App,1,2,False,#new methodistdallas has received its first shipment of #pfizerbiontech #covid vaccine front line healthcare https co ox bou ana,110,0.0,0.3206000030040741,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",#new methodistdallas has received its first shipment of #pfizerbiontech #covid vaccine front line healthcare https co ox bou ana
1338501064878854150,Florida Man 🎄,"Lakeland, FL","Father, Husband, Gamer, Food connoisseur, 🎶 🇺🇸",2013-01-31 05:43:17,85,430,4683,False,2020-12-14 15:08:16,It’s kind of surreal that the vaccine is dropping today #PfizerBioNTech,['PfizerBioNTech'],Twitter for iPhone,0,1,False,it kind of surreal that the vaccine is dropping today #pfizerbiontech,111,0.0,0.5354999899864197,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",it kind of surreal that the vaccine is dropping today #pfizerbiontech
1338499024903614467,FeedingtheTurkeys,,My take on Politics and Culture as Useful as the Junk in the Back of Your Desk Drawer. Proud to have 0 Followers,2020-09-14 02:18:44,0,74,22,False,2020-12-14 15:00:10,"Coronavirus vaccine ships today, expect hospitals to be overwhelmed in nine  months  ...with baby deliveries 😁… https://t.co/CIhIpKoD0I",,Twitter for Android,1,1,False,coronavirus vaccine ships today expect hospitals to be overwhelmed in nine months with baby deliveries https co cihipkod,112,1.0,0.2434999942779541,"covid, get, today, dose, day, first, vaccination, many, shoot, second",coronavirus vaccine ships today expect hospitals to be overwhelmed in nine months with baby deliveries https co cihipkod
1338496766354681857,MimiMD83,"California, USA",Infectious Diseases MD,2019-10-25 05:28:25,101,281,6199,False,2020-12-14 14:51:11,"Per the CDC, persons with HIV and other immunocompromising conditions may still receive the COVID-19 vaccine unless… https://t.co/vjgKYxb8il",,Twitter for iPhone,1,2,False,per the cdc persons with hiv and other immunocompromising conditions may still receive the covid vaccine unless https co vjgkyxb il,113,3.0,0.4081000089645386,"receive, say, make, first_dose, may, could, become, come, end, datum",per the cdc persons with hiv and other immunocompromising conditions may still receive the covid vaccine unless https co vjgkyxb il
1338493267357339651,I'm a Karen,,"Adventure. Creating. Kindness.Exploring.Making every 24 https://t.co/tyEt6dcnPg is a journey~I want to say ""That was AWESOME"" when the end arrives. And it will be+ BE KIND.",2020-02-07 14:42:27,61,249,1444,False,2020-12-14 14:37:17,@realDonaldTrump I'm not graveling at the feet of someone who has killed over 290K USA. I appreciate the #scientist… https://t.co/dMLtO98QDq,['scientist'],Twitter Web App,0,0,False,realdonaldtrump not graveling at the feet of someone who has killed over usa appreciate the #scientist https co dmlto qdq,114,4.0,0.2854999899864197,"thank, amp, time, scientist, work, already, great, team, nurse, let",realdonaldtrump not graveling at the feet of someone who has killed over usa appreciate the #scientist https co dmlto qdq
1338492425921122306,Hardik Pota,Ahmedabad,"Dreamer, Marketeer, Hardcore cricket buff.Humanatarian...",2009-04-16 10:44:36,316,81,6660,False,2020-12-14 14:33:56,If science is same everywhere so should be it's results. Entire world should approve vaccine which one country has… https://t.co/YFCj0YtZHq,,Twitter for Android,0,2,False,if science is same everywhere so should be it results entire world should approve vaccine which one country has https co yfcj ytzhq,115,1.0,0.44359999895095825,"covid, get, today, dose, day, first, vaccination, many, shoot, second",if science is same everywhere so should be it results entire world should approve vaccine which one country has https co yfcj ytzhq
1338491684544536577,Nicole Osei,"Dallas, TX","@WBAP247NEWS Morning Drive Anchor/Reporter , @570KLIF Reporter, Fitness Enthusiast, Health Food Lover",2016-08-14 23:21:14,741,460,1240,False,2020-12-14 14:31:00,President Trump says the first #PfizerBioNTech #COVID19 vaccine in the United States has been administered. https://t.co/c4AIbXNRMz,"['PfizerBioNTech', 'COVID19']",Twitter Web App,2,4,False,president trump says the first #pfizerbiontech #covid vaccine in the united states has been administered https co aibxnrmz,116,0.0,0.4041000008583069,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",president trump says the first #pfizerbiontech #covid vaccine in the united states has been administered https co aibxnrmz
1338491398379753480,Can OZDEMIR,"Alert,Nunavut","A world where no one hates,hurts or murders anyone in the name of God,country,flag,ideology,race or anything else. (Mostly English/bazen Türkçe)",2010-01-30 15:11:47,1742,1755,48,False,2020-12-14 14:29:51,"1st doses of #PfizerBioNTech's #COVID19 vaccine arrive in #Canada🙏🙏🙏

By @helloryanjones
https://t.co/g97stUTAPK https://t.co/Mdx5EON2N3","['PfizerBioNTech', 'COVID19', 'Canada']",Twitter Web App,0,0,False,st doses of #pfizerbiontech #covid vaccine arrive in #canada by helloryanjones https co stutapk https co mdx eon,117,0.0,0.3416000008583069,"pfizerbiontech, vaccine, covidvaccine, pfizervaccine, approve, go, country, use, think, know",st doses of #pfizerbiontech #covid vaccine arrive in #canada by helloryanjones https co stutapk https co mdx eon
1338486761169645568,BartDay,US | Singapore,"Trade Anything.

Your all-in source of information for market insights, finance news, investing, trading, and more.

Check out our newly rebranded site.",2015-08-18 09:59:38,202,342,8859,False,2020-12-14 14:11:26,"#UPS, #FedEx To Transport Initial #PfizerBioNTech #COVID19Vaccine Doses 

$UPS $FDX

https://t.co/78l2X40fPL","['UPS', 'FedEx', 'PfizerBioNTech', 'COVID19Vaccine']",Twitter Web App,1,1,False,#ups #fedex to transport initial #pfizerbiontech #covid vaccine doses ups fdx https co fpl,118,1.0,0.2702000141143799,"covid, get, today, dose, day, first, vaccination, many, shoot, second",#ups #fedex to transport initial #pfizerbiontech #covid vaccine doses ups fdx https co fpl
